"gamma","state_code","n","true_km2_per_cell","cohesion_pct","pairs","pairs_kept","disp_km","disp_km_p95","area_p5","area_p95","area_min","area_max","leg_ratio","leg_minmax","tiny_frac","leg_print","dia_mm_p5","leg_print_nat","dia_mm_nat_p5","leg_ratio_req","leg_ratio_clamp","clamp_bind_frac","iq_mean","wsum_pct_indig","asum_pct_indig","vsum_pct_indig","vn_pct_indig","wsum_pct_afro","asum_pct_afro","vsum_pct_afro","vn_pct_afro","wsum_sex_ratio","asum_sex_ratio","vsum_sex_ratio","vn_sex_ratio","wsum_log_dens","asum_log_dens","vsum_log_dens","vn_log_dens","knn_used","newton_it","maxerr_pct","eng_cohesion","state_abbr","converged"
0.8,"17",36,134.6,87.0588235294118,85,74,2.65701747157995,5.46184422908099,0.462308217984556,2.20334191683997,0.460709445761532,2.20974231666701,0.209821369280532,0.20849012225843,0,1,11.8818461050219,0,0.552461126284586,0.142908934814851,0.210033814616226,0.0833333333333333,0.662877599088841,10273.0613254961,4845.24321614279,94.1237828730689,36,7373.1891938693,4845.24321614279,50.6796092678117,36,457530.014004797,4845.24321614279,3393.14326735202,36,11680.9090800119,4845.24321614279,89.314211212113,36,60,3,0.5,87.1,"MOR",TRUE
1,"17",36,134.6,88.2352941176471,85,75,2.46123598075686,5.02989316929549,0.481294280579897,2.2056623169784,0.481005908122139,2.21268628291599,0.218208506748774,0.217385497363975,0,1,12.124370855262,0,0.563737614423319,0.0878853312231224,0.218800453363573,0.0833333333333333,0.671958816309077,10308.8141252199,4846.03667885428,94.1237828730689,36,7484.22077039934,4846.03667885428,50.6796092678117,36,457436.704688089,4846.03667885428,3393.14326735202,36,11679.0121812121,4846.03667885428,89.314211212113,36,60,3,0.3,88.2,"MOR",TRUE
0,"21",217,157.4,76.0791366906475,556,423,16.1980267654866,29.2919171121514,0.996375342484987,1.01797332892479,0.542682141163867,1.01974714810677,0.978783347435427,0.532173237425957,0,1,5.11918153436865,0,0.872722131650832,1,1,0,0.67342758998994,595366.451541847,33816.5748880652,3845.34368655811,217,53426.7877007784,33816.5748880652,344.274084148812,217,3141477.96103759,33816.5748880652,20158.8808302409,217,69813.1447475722,33816.5748880652,447.372212134282,217,60,7,0,77,"PUE",TRUE
0.15,"21",217,157.4,78.7769784172662,556,438,13.1852134436651,23.9502749964588,0.724436464119634,1.23694771207234,0.500398681364169,1.36956966216358,0.585664581493049,0.365369279992421,0,1,4.37331521505023,0,0.74556624945522,0.58772858058137,0.58772858058137,0,0.682804753570627,570486.933718925,33944.7742972773,3845.34368655811,217,53060.7208882652,33944.7742972773,344.274084148812,217,3153234.08040639,33944.7742972773,20158.8808302409,217,68805.8926268139,33944.7742972773,447.372212134282,217,60,6,0.1,79.9,"PUE",TRUE
0.3,"21",217,157.4,80.0359712230216,556,445,10.4229468486821,19.3530927006754,0.511313018210314,1.49518067872345,0.434247841790019,1.79928365349842,0.341974067406263,0.241344849071293,0,1,3.67979540069693,0,0.627334440979385,0.345423486547743,0.345423486547743,0.0276497695852535,0.695862683001342,541717.071554145,34049.6752170011,3845.34368655811,217,52494.0136169794,34049.6752170011,344.274084148812,217,3163208.72706251,34049.6752170011,20158.8808302409,217,68000.3665141635,34049.6752170011,447.372212134282,217,60,6,0,81.1,"PUE",TRUE
0.45,"21",217,157.4,80.7553956834532,556,449,8.2877316504952,15.8695081615601,0.450611604034805,1.74782192145446,0.438910106272332,2.19797553029322,0.257813223706352,0.199688349675931,0,1,3.45497073495263,0,0.589006153494607,0.203013607739157,0.258848704668105,0.0967741935483871,0.700810247681633,517584.40401144,34059.4719118179,3845.34368655811,217,51640.0536196373,34059.4719118179,344.274084148812,217,3164296.58714824,34059.4719118179,20158.8808302409,217,67361.9255384281,34059.4719118179,447.372212134282,217,60,5,0.1,80.9,"PUE",TRUE
0.6,"21",217,157.4,81.4748201438849,556,453,6.95224311038099,14.0625591099439,0.447101452562372,2.00891091781548,0.283293440752602,2.18289291427468,0.22255912325299,0.129778899780218,0,1,3.4434577166109,0,0.587043404988528,0.119315442895716,0.224764385722105,0.175115207373272,0.699653101544046,502137.197004429,34098.4742574854,3845.34368655811,217,50743.7274194922,34098.4742574854,344.274084148812,217,3167996.02282816,34098.4742574854,20158.8808302409,217,67039.9138482861,34098.4742574854,447.372212134282,217,60,5,0,81.5,"PUE",TRUE
0.8,"21",217,157.4,82.1942446043166,556,457,6.13851650412434,12.8457672922708,0.447188595838994,2.19073125961246,0.271961017749672,2.20752328197123,0.204127545940117,0.123197349704426,0,1,3.44220660583446,0,0.586830114630212,0.0587384598011727,0.20580872665452,0.262672811059908,0.704190424021207,493194.119988641,34067.0608817913,3845.34368655811,217,49706.5462173761,34067.0608817913,344.274084148812,217,3165074.59386925,34067.0608817913,20158.8808302409,217,66656.415018298,34067.0608817913,447.372212134282,217,60,4,0.6,82.2,"PUE",TRUE
1,"21",217,157.4,82.1942446043166,556,457,6.09888450199851,12.4741644115666,0.455129245179796,2.21061359394246,0.298099595432451,2.22307898489606,0.205883672491178,0.134093119253875,0,1,3.4735650727495,0,0.592176130962639,0.0289164684464046,0.208259908322791,0.0921658986175115,0.701520152029386,492708.69529682,34085.341933698,3845.34368655811,217,49009.779418966,34085.341933698,344.274084148812,217,3166660.40551009,34085.341933698,20158.8808302409,217,66552.1449849194,34085.341933698,447.372212134282,217,60,4,0.4,82.2,"PUE",TRUE
0,"26",72,2511.5,80,180,144,60.1904722314657,135.732851161222,0.98834496814845,1.01545781266282,0.985368451725698,1.01973367096171,0.973299880924379,0.966299809239798,0,1,9.28524837802095,1,3.47719253545478,1,1,0,0.639499607362689,300708.575762183,179565.24910677,119.597988194764,72,161348.586103785,179565.24910677,64.6106831762405,72,19174276.8528779,179565.24910677,7687.55002448881,72,92401.5129865609,179565.24910677,36.9795807907107,72,60,5,0,80,"SON",TRUE
0.15,"26",72,2511.5,80.5555555555556,180,145,52.7920329756386,115.586719676477,0.794620429451563,1.2617663641761,0.68951677542151,1.41068283422805,0.629768277243962,0.488782282375206,0,1,8.32611446939313,1,3.11801062326418,0.624797376086369,0.624797376086369,0,0.652529364704059,306647.816445917,179585.736803485,119.597988194764,72,170017.255456184,179585.736803485,64.6106831762405,72,19133613.2033788,179585.736803485,7687.55002448881,72,95000.604389913,179585.736803485,36.9795807907107,72,60,5,0,80.6,"SON",TRUE
0.3,"26",72,2511.5,82.2222222222222,180,148,44.7938782606695,94.9920444815072,0.616237659248032,1.56822940641206,0.467548585012298,1.94535992609021,0.39295122048369,0.240340401147245,0,1,7.33089704653471,1,2.7453159517776,0.390337761858414,0.390337761858414,0,0.661086472713037,311344.774163739,179519.733994957,119.597988194764,72,179133.061520371,179519.733994957,64.6106831762405,72,19080962.0360303,179519.733994957,7687.55002448881,72,98277.8540503847,179519.733994957,36.9795807907107,72,60,4,0,82.2,"SON",TRUE
0.45,"26",72,2511.5,85,180,153,36.8416920455702,74.6709149947085,0.46977659969553,1.91673020928068,0.449083991826849,2.20867729909949,0.245092709146494,0.20332711890956,0,1,6.40165060241224,1,2.39732646699989,0.243839495231345,0.243839495231345,0.0138888888888889,0.666437448378717,316605.788152771,179571.513368958,119.597988194764,72,187999.449615973,179571.513368958,64.6106831762405,72,19047858.9578951,179571.513368958,7687.55002448881,72,101004.507835623,179571.513368958,36.9795807907107,72,60,4,0,85,"SON",TRUE
0.6,"26",72,2511.5,85,180,153,32.689987260722,65.4732404846778,0.459843160167761,2.17660949360999,0.457584692953429,2.21964119079954,0.21126580652972,0.206152550624005,0,1,6.33383540994988,1,2.37193064866307,0.152310411479926,0.209077113827852,0.0694444444444444,0.669765066279589,320874.051168802,179583.99154292,119.597988194764,72,194451.972979076,179583.99154292,64.6106831762405,72,19022754.1756558,179583.99154292,7687.55002448881,72,102875.739966976,179583.99154292,36.9795807907107,72,60,4,0,85,"SON",TRUE
0.8,"26",72,2511.5,83.8888888888889,180,151,31.0548739994301,60.6464062574028,0.48333938729929,2.1968141847541,0.481263064901076,2.23618096996531,0.220018329567274,0.215216510365233,0,1,6.49341191319598,1,2.4316897636949,0.0813151016109525,0.219408376961893,0.0972222222222222,0.676010187830446,316355.366042032,179571.541257925,119.597988194764,72,199415.283787225,179571.541257925,64.6106831762405,72,19005687.6181364,179571.541257925,7687.55002448881,72,103822.257467099,179571.541257925,36.9795807907107,72,60,4,0,83.9,"SON",TRUE
1,"26",72,2511.5,83.3333333333333,180,150,30.9675957781467,58.4625955798363,0.51292776622102,2.2152536273715,0.509401456413662,2.24935837759595,0.231543584844338,0.22646522736768,0,1,6.68933270663168,1,2.50505929488457,0.0434055429813599,0.232375542946547,0.111111111111111,0.676760021681484,309853.845630229,179578.022486249,119.597988194764,72,200040.985092127,179578.022486249,64.6106831762405,72,18997863.21453,179578.022486249,7687.55002448881,72,104178.86971633,179578.022486249,36.9795807907107,72,60,4,0,83.3,"SON",TRUE
0,"30",212,337.4,70.6959706959707,546,386,76.6247423061143,136.272518274868,0.987503489886757,1.02928292236838,0.508150342839009,1.03162345237773,0.959409185197116,0.492573469193437,0,1,4.32106528535422,0,1.2711238124455,1,1,0,0.584897523318731,1023866.97622637,70715.3700637689,3069.78515245307,212,204078.031595171,70715.3700637689,607.484546053945,212,6682665.8691256,70715.3700637689,20039.9730412951,212,149201.886939096,70715.3700637689,447.076468418054,212,60,21,0.8,72.5,"VER",TRUE
0.15,"30",212,337.4,72.5274725274725,546,396,65.2416216806271,117.514893554953,0.699971365301324,1.32828387183747,0.584615738219487,1.59402016020993,0.526974226023706,0.366755548526119,0,1,3.64349088341827,0,1.07180237198415,0.532584069319826,0.532584069319826,0,0.598452506153136,955739.677242087,70929.3797887852,3069.78515245307,212,202237.630104648,70929.3797887852,607.484546053945,212,6713578.00980396,70929.3797887852,20039.9730412951,212,145533.06738086,70929.3797887852,447.076468418054,212,60,15,0.1,74.7,"VER",TRUE
