"region","lon","lat"
"08020",-108.517122978133,27.4564961805304
"08021",-105.49188802732,28.1191539465032
"08022",-106.460963277354,28.0007903137421
"08023",-107.644424333439,30.1602114374901
"08024",-106.348542468093,28.3207466476219
"08025",-107.73621436435,29.3376637257778
"08026",-106.567843745282,28.298833659845
"08027",-107.247220747273,27.1499575701501
"08028",-105.639038873924,30.8274561629702
"08029",-107.032958408743,26.1671619837154
"08030",-108.273593915288,27.3897563511525
"08031",-107.558187998296,28.3842926245853
"08032",-105.697890699243,27.1298458934118
"08033",-106.068059164012,27.0684901053076
"08034",-107.723624771528,29.722305893055
"08035",-108.450716348475,30.8491189839502
"08036",-104.390545787792,27.0816493627232
"08037",-106.564028146432,31.4495554588946
"08038",-105.054620503222,28.5412768630646
"08039",-105.010697532374,26.9267622413441
"08040",-108.329694677344,29.3263193544404
"08041",-107.973611340179,27.8373354206619
"08042",-103.823989994033,28.9286877010902
"08043",-107.722095447929,28.82357485211
"08044",-105.52230423822,26.7258001438026
"08045",-105.500494039501,28.3502471487476
"08046",-107.727213808351,26.5719646688592
"08047",-108.73695080414,28.152414761858
"08048",-107.141304634251,29.2947421527429
"08049",-106.68441394555,27.4246237096354
"08050",-107.728980732723,30.5328395424923
"08051",-108.20632847792,28.1535932380094
"08052",-104.524101460676,29.3631959728605
"08053",-105.925178463514,31.2378438320419
"08054",-106.616938141806,28.8062616576807
"08055",-105.748244662404,28.2035886013444
"08056",-106.312098811656,27.2704844228123
"08057",-106.734986854544,27.8920789037791
"08058",-105.361808782427,27.5824796609502
"08059",-105.945442314902,26.8847811245628
"08060",-105.782969409259,26.8063535456172
"08061",-106.193931078368,27.7788509794502
"08062",-105.343677956652,28.0008438567073
"08063",-108.084906657585,28.7149571817564
"08064",-106.296711403891,27.0448029934931
"08065",-107.976288121377,27.2257130400513
"08066",-108.505921241261,27.8621817010121
"08067",-105.807386552253,27.4876049851256
"09002",-99.1814105834557,19.4848347121903
"09003",-99.1507178998791,19.3278571487557
"09004",-99.3112335913672,19.3242104689243
"09005",-99.1163831483572,19.5046343944269
"09006",-99.0947200161025,19.3976938663041
"09007",-99.0566059633193,19.3492492914062
"09008",-99.2668527513667,19.2706200449481
"09009",-99.0504668575763,19.1390152388572
"09010",-99.2481857310207,19.3352963033023
"09011",-99.0029121015173,19.2772517014993
"09012",-99.2054543342104,19.1989105461754
"09013",-99.0897027812372,19.2455822844212
"09014",-99.1612055712733,19.3803130825982
"09015",-99.148486186956,19.4300259564085
"09016",-99.2044919500693,19.4277283687201
"09017",-99.0920542703768,19.4323060745575
"10001",-104.934092241748,24.5119866357198
"10002",-106.452907921581,25.0718499543086
"10003",-104.783613176388,25.0330434195511
"10004",-103.70077098253,24.6942328179252
"10005",-104.843384718553,23.9710303051393
"10006",-103.212858217939,24.762314125201
"10007",-103.490419870309,25.727579094858
"10008",-104.071577818965,24.4104532243233
"10009",-106.067517781739,25.9969716189888
"10010",-104.816301229422,26.089945567442
"10011",-104.995158064494,25.7269940659174
"10012",-103.685754498597,25.4773859510003
"10013",-104.130443540939,26.1454290798919
"10014",-104.550375796221,23.0009034102075
"10015",-104.078137728748,25.2456354836071
"10016",-104.21059048618,23.812794117995
"10017",-105.675986209769,26.4822094887746
"10018",-105.215679023356,25.549140635986
"10019",-105.937248110886,24.7012522126297
"10020",-104.352579773237,24.4960849020144
"10021",-104.082109294681,24.7854244972038
"10022",-104.020981551613,24.0014376117991
"10023",-105.314929873806,23.4127510493397
"10024",-104.561514970531,25.1939717498009
"10025",-105.672150938338,26.1845200529605
"10026",-105.742691773521,24.2311986355386
"10027",-102.718516844755,24.6474851348684
"10028",-104.470739214741,24.8064629504201
"10029",-104.307052181013,25.3763461785145
"10030",-104.398244444188,25.6221314249324
"10031",-103.414161760265,24.4966817706535
"10032",-105.690838155535,24.9848852485389
"10033",-104.148284831856,23.4372847076835
"10034",-106.711140820234,24.9461827136886
"10035",-106.061514260018,25.4499847777995
"10036",-103.625060408806,26.344578006919
"10037",-106.590265784079,25.256660252284
"10038",-103.948708586512,23.7357036818579
"10039",-105.039239576977,24.846655622753
"11001",-101.536335155339,20.5354562238194
"11002",-100.752879371176,20.0529405724785
"11003",-100.737285808016,20.9255728835136
"11004",-100.572644701013,20.4209204972648
"11005",-100.621016439287,20.5760650385538
"11006",-99.8057111867443,21.2646780187875
"11007",-100.786325001989,20.5356210225125
"11008",-101.87923691212,20.7133590986681
"11009",-100.792333588048,20.7414453826795
"11010",-100.382380674606,20.2213302855101
"11011",-100.939199419238,20.4287200718209
"11012",-101.666136235779,20.6153956026123
"11013",-100.359873982174,21.1412136713823
"11014",-100.934165923283,21.1475337413349
"11015",-101.237312023193,21.0186879708165
"11016",-101.499726281359,20.3666025977874
"11017",-101.369229338109,20.6994658607568
"11018",-101.05301069678,20.3589033582349
"11019",-100.508464835382,20.1965706398525
"11020",-101.622561144722,21.1250637995149
"11021",-101.24424401893,20.0834727551734
"11022",-101.473007518498,21.5795990776195
"11023",-101.815715354523,20.4028077292252
"11024",-101.360772295241,20.5514512398839
"11025",-101.930504594234,20.9251295353897
"11026",-101.59513082519,20.8260670350211
"11027",-101.164698696512,20.6269479238711
"11028",-100.916616433389,20.2070359223507
"11029",-100.847274767609,21.4433170459972
"11030",-101.234232487689,21.5025422090495
"11031",-101.788345430735,20.9204146066426
"11032",-100.3891392949,21.0025430781903
"11033",-100.477172238637,21.3990305260646
"11034",-100.070839018149,21.1510041938858
"11035",-100.99139978821,20.6739262762759
"11036",-100.992894317011,20.1579790658179
"11037",-101.438290149722,20.9623712324485
"11038",-100.527336849736,20.0057805397143
"11039",-100.742775927484,20.2964097440159
"11040",-100.156709748524,21.0326301994227
"11041",-101.151545499327,20.1193100651529
"11042",-101.27114387545,20.3786583578121
"11043",-100.21534283134,21.3649850121841
"11044",-100.992004695714,20.5422059982569
"11045",-99.978900353658,21.3569942999215
"11046",-101.225975517579,20.1826980026668
"12001",-99.7138731992269,16.9582896435723
"12002",-98.9498650903018,17.7535654519741
"12003",-100.60836945505,17.91901860936
"12004",-98.3669116125951,17.3754134739387
"12005",-98.5088581742538,17.6417947261292
"12006",-99.9810071007208,18.0943806787426
"12007",-100.198427476374,18.2527955648259
"12008",-99.0695297650553,18.1435418893436
"12009",-98.5822012664657,17.2705745212986
"12010",-98.9030417289531,17.5143838038481
"12011",-100.341955680064,17.3328333434294
"12012",-99.0680496746044,16.9573808389414
